# energy(eV) alpha
8.280800000000000693e+01 0.000000000000000000e+00
8.285540000000000305e+01 0.000000000000000000e+00
8.290290000000000248e+01 0.000000000000000000e+00
8.295040000000000191e+01 0.000000000000000000e+00
8.299790000000000134e+01 0.000000000000000000e+00
8.304540000000000077e+01 0.000000000000000000e+00
8.309290000000000020e+01 0.000000000000000000e+00
8.314029999999999632e+01 0.000000000000000000e+00
8.318779999999999575e+01 0.000000000000000000e+00
8.323529999999999518e+01 0.000000000000000000e+00
8.328279999999999461e+01 0.000000000000000000e+00
8.333029999999999404e+01 0.000000000000000000e+00
8.337770000000000437e+01 0.000000000000000000e+00
8.342520000000000380e+01 0.000000000000000000e+00
8.347270000000000323e+01 0.000000000000000000e+00
8.352020000000000266e+01 0.000000000000000000e+00
8.356770000000000209e+01 0.000000000000000000e+00
8.361520000000000152e+01 0.000000000000000000e+00
8.366259999999999764e+01 0.000000000000000000e+00
8.371009999999999707e+01 0.000000000000000000e+00
8.375759999999999650e+01 0.000000000000000000e+00
8.380509999999999593e+01 0.000000000000000000e+00
8.385259999999999536e+01 0.000000000000000000e+00
8.390000000000000568e+01 0.000000000000000000e+00
8.394750000000000512e+01 0.000000000000000000e+00
8.399500000000000455e+01 0.000000000000000000e+00
8.404250000000000398e+01 0.000000000000000000e+00
8.409000000000000341e+01 0.000000000000000000e+00
8.413750000000000284e+01 0.000000000000000000e+00
8.418489999999999895e+01 0.000000000000000000e+00
8.423239999999999839e+01 0.000000000000000000e+00
8.427989999999999782e+01 0.000000000000000000e+00
8.432739999999999725e+01 0.000000000000000000e+00
8.437489999999999668e+01 0.000000000000000000e+00
8.442230000000000700e+01 0.000000000000000000e+00
8.446980000000000643e+01 0.000000000000000000e+00
8.451730000000000587e+01 0.000000000000000000e+00
8.456480000000000530e+01 0.000000000000000000e+00
8.461230000000000473e+01 0.000000000000000000e+00
8.465970000000000084e+01 0.000000000000000000e+00
8.470720000000000027e+01 0.000000000000000000e+00
8.475469999999999970e+01 0.000000000000000000e+00
8.480219999999999914e+01 0.000000000000000000e+00
8.484969999999999857e+01 0.000000000000000000e+00
8.489719999999999800e+01 0.000000000000000000e+00
8.494459999999999411e+01 0.000000000000000000e+00
8.499209999999999354e+01 0.000000000000000000e+00
8.503959999999999297e+01 0.000000000000000000e+00
8.508710000000000662e+01 0.000000000000000000e+00
8.513460000000000605e+01 0.000000000000000000e+00
8.518200000000000216e+01 0.000000000000000000e+00
8.522950000000000159e+01 0.000000000000000000e+00
8.527700000000000102e+01 0.000000000000000000e+00
8.532450000000000045e+01 0.000000000000000000e+00
8.537199999999999989e+01 0.000000000000000000e+00
8.541949999999999932e+01 0.000000000000000000e+00
8.546689999999999543e+01 0.000000000000000000e+00
8.551439999999999486e+01 0.000000000000000000e+00
8.556189999999999429e+01 0.000000000000000000e+00
8.560939999999999372e+01 0.000000000000000000e+00
8.565689999999999316e+01 0.000000000000000000e+00
8.570430000000000348e+01 0.000000000000000000e+00
8.575180000000000291e+01 0.000000000000000000e+00
8.579930000000000234e+01 0.000000000000000000e+00
8.584680000000000177e+01 0.000000000000000000e+00
8.589430000000000121e+01 0.000000000000000000e+00
8.594180000000000064e+01 0.000000000000000000e+00
8.598919999999999675e+01 0.000000000000000000e+00
8.603669999999999618e+01 0.000000000000000000e+00
8.608419999999999561e+01 0.000000000000000000e+00
8.613169999999999504e+01 0.000000000000000000e+00
8.617919999999999447e+01 0.000000000000000000e+00
8.622660000000000480e+01 0.000000000000000000e+00
8.627410000000000423e+01 0.000000000000000000e+00
8.632160000000000366e+01 0.000000000000000000e+00
8.636910000000000309e+01 0.000000000000000000e+00
8.641660000000000252e+01 0.000000000000000000e+00
8.646410000000000196e+01 0.000000000000000000e+00
8.651149999999999807e+01 0.000000000000000000e+00
8.655899999999999750e+01 0.000000000000000000e+00
8.660649999999999693e+01 0.000000000000000000e+00
8.665399999999999636e+01 0.000000000000000000e+00
8.670149999999999579e+01 0.000000000000000000e+00
8.674890000000000612e+01 0.000000000000000000e+00
8.679640000000000555e+01 0.000000000000000000e+00
8.684390000000000498e+01 0.000000000000000000e+00
8.689140000000000441e+01 0.000000000000000000e+00
8.693890000000000384e+01 0.000000000000000000e+00
8.698629999999999995e+01 0.000000000000000000e+00
8.703379999999999939e+01 0.000000000000000000e+00
8.708129999999999882e+01 0.000000000000000000e+00
8.712879999999999825e+01 0.000000000000000000e+00
8.717629999999999768e+01 0.000000000000000000e+00
8.722379999999999711e+01 0.000000000000000000e+00
8.727119999999999322e+01 0.000000000000000000e+00
8.731870000000000687e+01 0.000000000000000000e+00
8.736620000000000630e+01 0.000000000000000000e+00
8.741370000000000573e+01 0.000000000000000000e+00
8.746120000000000516e+01 0.000000000000000000e+00
8.750860000000000127e+01 0.000000000000000000e+00
8.755610000000000070e+01 0.000000000000000000e+00
8.760360000000000014e+01 0.000000000000000000e+00
8.765109999999999957e+01 0.000000000000000000e+00
8.769859999999999900e+01 0.000000000000000000e+00
8.774609999999999843e+01 0.000000000000000000e+00
8.779349999999999454e+01 0.000000000000000000e+00
8.784099999999999397e+01 0.000000000000000000e+00
8.788849999999999341e+01 0.000000000000000000e+00
8.793600000000000705e+01 0.000000000000000000e+00
8.798350000000000648e+01 0.000000000000000000e+00
8.803090000000000259e+01 0.000000000000000000e+00
8.807840000000000202e+01 0.000000000000000000e+00
8.812590000000000146e+01 0.000000000000000000e+00
8.817340000000000089e+01 0.000000000000000000e+00
8.822090000000000032e+01 0.000000000000000000e+00
8.826839999999999975e+01 0.000000000000000000e+00
8.831579999999999586e+01 0.000000000000000000e+00
8.836329999999999529e+01 0.000000000000000000e+00
8.841079999999999472e+01 0.000000000000000000e+00
8.845829999999999416e+01 0.000000000000000000e+00
8.850579999999999359e+01 0.000000000000000000e+00
8.855320000000000391e+01 0.000000000000000000e+00
8.860070000000000334e+01 0.000000000000000000e+00
8.864820000000000277e+01 0.000000000000000000e+00
8.869570000000000221e+01 0.000000000000000000e+00
8.874320000000000164e+01 0.000000000000000000e+00
8.879070000000000107e+01 0.000000000000000000e+00
8.883809999999999718e+01 0.000000000000000000e+00
8.888559999999999661e+01 0.000000000000000000e+00
8.893309999999999604e+01 0.000000000000000000e+00
8.898059999999999548e+01 0.000000000000000000e+00
8.902809999999999491e+01 0.000000000000000000e+00
8.907550000000000523e+01 0.000000000000000000e+00
8.912300000000000466e+01 0.000000000000000000e+00
8.917050000000000409e+01 0.000000000000000000e+00
8.921800000000000352e+01 0.000000000000000000e+00
8.926550000000000296e+01 0.000000000000000000e+00
8.931289999999999907e+01 0.000000000000000000e+00
8.936039999999999850e+01 0.000000000000000000e+00
8.940789999999999793e+01 0.000000000000000000e+00
8.945539999999999736e+01 0.000000000000000000e+00
8.950289999999999679e+01 0.000000000000000000e+00
8.955039999999999623e+01 0.000000000000000000e+00
8.959780000000000655e+01 0.000000000000000000e+00
8.964530000000000598e+01 0.000000000000000000e+00
8.969280000000000541e+01 0.000000000000000000e+00
8.974030000000000484e+01 0.000000000000000000e+00
8.978780000000000427e+01 0.000000000000000000e+00
8.983520000000000039e+01 0.000000000000000000e+00
8.988269999999999982e+01 0.000000000000000000e+00
8.993019999999999925e+01 0.000000000000000000e+00
8.997769999999999868e+01 0.000000000000000000e+00
9.002519999999999811e+01 0.000000000000000000e+00
9.007269999999999754e+01 0.000000000000000000e+00
9.012009999999999366e+01 0.000000000000000000e+00
9.016759999999999309e+01 0.000000000000000000e+00
9.021510000000000673e+01 0.000000000000000000e+00
9.026260000000000616e+01 0.000000000000000000e+00
9.031010000000000559e+01 0.000000000000000000e+00
9.035750000000000171e+01 0.000000000000000000e+00
9.040500000000000114e+01 0.000000000000000000e+00
9.045250000000000057e+01 0.000000000000000000e+00
9.050000000000000000e+01 0.000000000000000000e+00
9.054749999999999943e+01 0.000000000000000000e+00
9.059499999999999886e+01 0.000000000000000000e+00
9.064239999999999498e+01 0.000000000000000000e+00
9.068989999999999441e+01 0.000000000000000000e+00
9.073739999999999384e+01 0.000000000000000000e+00
9.078489999999999327e+01 0.000000000000000000e+00
9.083240000000000691e+01 0.000000000000000000e+00
9.087980000000000302e+01 0.000000000000000000e+00
9.092730000000000246e+01 0.000000000000000000e+00
9.097480000000000189e+01 0.000000000000000000e+00
9.102230000000000132e+01 0.000000000000000000e+00
9.106980000000000075e+01 0.000000000000000000e+00
9.111730000000000018e+01 0.000000000000000000e+00
9.116469999999999629e+01 0.000000000000000000e+00
9.121219999999999573e+01 0.000000000000000000e+00
9.125969999999999516e+01 0.000000000000000000e+00
9.130719999999999459e+01 0.000000000000000000e+00
9.135469999999999402e+01 0.000000000000000000e+00
9.140210000000000434e+01 0.000000000000000000e+00
9.144960000000000377e+01 0.000000000000000000e+00
9.149710000000000321e+01 0.000000000000000000e+00
9.154460000000000264e+01 0.000000000000000000e+00
9.159210000000000207e+01 0.000000000000000000e+00
9.163949999999999818e+01 0.000000000000000000e+00
9.168699999999999761e+01 0.000000000000000000e+00
9.173449999999999704e+01 0.000000000000000000e+00
9.178199999999999648e+01 0.000000000000000000e+00
9.182949999999999591e+01 0.000000000000000000e+00
9.187699999999999534e+01 0.000000000000000000e+00
9.192440000000000566e+01 0.000000000000000000e+00
9.197190000000000509e+01 0.000000000000000000e+00
9.201940000000000452e+01 0.000000000000000000e+00
9.206690000000000396e+01 0.000000000000000000e+00
9.211440000000000339e+01 0.000000000000000000e+00
9.216179999999999950e+01 0.000000000000000000e+00
9.220929999999999893e+01 0.000000000000000000e+00
9.225679999999999836e+01 0.000000000000000000e+00
9.230429999999999779e+01 0.000000000000000000e+00
9.235179999999999723e+01 0.000000000000000000e+00
9.239929999999999666e+01 0.000000000000000000e+00
9.244670000000000698e+01 0.000000000000000000e+00
9.249420000000000641e+01 0.000000000000000000e+00
9.254170000000000584e+01 0.000000000000000000e+00
9.258920000000000528e+01 0.000000000000000000e+00
9.263670000000000471e+01 0.000000000000000000e+00
9.268410000000000082e+01 0.000000000000000000e+00
9.273160000000000025e+01 0.000000000000000000e+00
9.277909999999999968e+01 0.000000000000000000e+00
9.282659999999999911e+01 0.000000000000000000e+00
9.287409999999999854e+01 0.000000000000000000e+00
9.292159999999999798e+01 0.000000000000000000e+00
9.296899999999999409e+01 0.000000000000000000e+00
9.301649999999999352e+01 0.000000000000000000e+00
9.306399999999999295e+01 0.000000000000000000e+00
9.311150000000000659e+01 0.000000000000000000e+00
9.315900000000000603e+01 0.000000000000000000e+00
9.320640000000000214e+01 0.000000000000000000e+00
9.325390000000000157e+01 0.000000000000000000e+00
9.330140000000000100e+01 0.000000000000000000e+00
9.334890000000000043e+01 0.000000000000000000e+00
9.339639999999999986e+01 0.000000000000000000e+00
9.344389999999999930e+01 0.000000000000000000e+00
9.349129999999999541e+01 0.000000000000000000e+00
9.353879999999999484e+01 0.000000000000000000e+00
9.358629999999999427e+01 0.000000000000000000e+00
9.363379999999999370e+01 0.000000000000000000e+00
9.368129999999999313e+01 0.000000000000000000e+00
9.372870000000000346e+01 0.000000000000000000e+00
9.377620000000000289e+01 0.000000000000000000e+00
9.382370000000000232e+01 0.000000000000000000e+00
9.387120000000000175e+01 0.000000000000000000e+00
9.391870000000000118e+01 0.000000000000000000e+00
9.396609999999999729e+01 0.000000000000000000e+00
9.401359999999999673e+01 0.000000000000000000e+00
9.406109999999999616e+01 0.000000000000000000e+00
9.410859999999999559e+01 0.000000000000000000e+00
9.415609999999999502e+01 0.000000000000000000e+00
9.420359999999999445e+01 0.000000000000000000e+00
9.425100000000000477e+01 0.000000000000000000e+00
9.429850000000000421e+01 0.000000000000000000e+00
9.434600000000000364e+01 0.000000000000000000e+00
9.439350000000000307e+01 0.000000000000000000e+00
9.444100000000000250e+01 0.000000000000000000e+00
9.448839999999999861e+01 0.000000000000000000e+00
9.453589999999999804e+01 0.000000000000000000e+00
9.458339999999999748e+01 0.000000000000000000e+00
9.463089999999999691e+01 0.000000000000000000e+00
9.467839999999999634e+01 0.000000000000000000e+00
9.472589999999999577e+01 0.000000000000000000e+00
9.477330000000000609e+01 0.000000000000000000e+00
9.482080000000000553e+01 0.000000000000000000e+00
9.486830000000000496e+01 0.000000000000000000e+00
9.491580000000000439e+01 0.000000000000000000e+00
